iter	Logloss
726	0.0105265639
727	0.01048051986
728	0.01045451381
729	0.01043899926
730	0.01043901877
731	0.01042752699
732	0.01042746631
733	0.01037954851
734	0.01035251726
735	0.0103386012
736	0.01033067053
737	0.01032657623
738	0.01031466831
739	0.01031465639
740	0.01030381376
741	0.0102919947
742	0.01029199253
743	0.01029200879
744	0.01027451862
745	0.01026032188
746	0.01020988985
747	0.01020985517
748	0.01020974679
749	0.01020975872
750	0.01020130244
751	0.01020125476
752	0.01018648689
753	0.0101708889
754	0.01012481993
755	0.0101133585
756	0.01008570411
757	0.01008572687
758	0.0100855784
759	0.01008010561
760	0.01008012512
761	0.01008010452
762	0.01007550196
763	0.01007548462
764	0.01007546512
765	0.01007543911
766	0.01007542285
767	0.01007536975
768	0.01005825888
769	0.01005824046
770	0.01005173055
771	0.01005171104
772	0.01004495837
773	0.01004346934
774	0.01002682556
775	0.00999718471
776	0.009997172789
777	0.009997134859
778	0.009997112101
779	0.009997083924
780	0.009995651245
781	0.009995640408
782	0.009995657747
783	0.009994750673
784	0.009978799386
785	0.00990515839
786	0.00987024524
787	0.009870165045
788	0.009861680594
789	0.009861686013
790	0.009861744534
791	0.009834844416
792	0.00977768031
793	0.009738740054
794	0.009702363881
795	0.009702318365
796	0.009664982015
797	0.009665035118
798	0.009665014527
799	0.009662727876
800	0.009661433913
801	0.009661356969
802	0.009661342881
803	0.00962663022
804	0.009621829336
805	0.009620575471
806	0.009620488774
807	0.009620506113
808	0.009620519118
809	0.009617263621
810	0.009617259286
811	0.009609994021
812	0.009609951756
813	0.009606917338
814	0.009606866403
815	0.009593976628
816	0.009593990716
817	0.009590265968
818	0.009590248628
819	0.009589310126
820	0.009589299289
821	0.009589310126
822	0.009589314461
823	0.009555468776
824	0.009538815238
825	0.009532661871
826	0.009524582733
827	0.009524590319
828	0.0095246781
829	0.009523523938
830	0.009523532607
831	0.009523517435
832	0.009523376552
833	0.009523348375
834	0.009523389556
835	0.009523305026
836	0.009519652887
837	0.009512905641
838	0.009512834115
839	0.00951285579
840	0.009512827613
841	0.009512829781
842	0.009512747418
843	0.009512732246
844	0.009510465102
845	0.00950958512
846	0.009509504925
847	0.009509333697
848	0.009509364041
849	0.009505961158
850	0.009505813772
851	0.009505815939
852	0.00950557427
853	0.009505560181
854	0.009505326098
855	0.009505333684
856	0.009505313093
857	0.009505321763
858	0.009499055689
859	0.009498782591
860	0.009498622201
861	0.009498574517
862	0.009495949745
863	0.009472680092
864	0.009467599609
865	0.009467548674
866	0.009467541088
867	0.009467512911
868	0.00946746306
869	0.009466448697
870	0.009466367418
871	0.009420785037
872	0.009392386133
873	0.009386736696
874	0.00938661532
875	0.00935556997
876	0.009334152395
877	0.009279220754
878	0.009275466746
879	0.009275432066
880	0.009275436401
881	0.009275046262
882	0.009274949811
883	0.009274957397
884	0.009274925969
885	0.009264355356
886	0.009264338017
887	0.009264375947
888	0.009247511083
889	0.009247480739
890	0.009208897027
891	0.009168553352
892	0.009157885205
893	0.009129199115
894	0.009112545577
895	0.009112550996
896	0.009112436121
897	0.009112438289
898	0.009087691524
899	0.009070685235
900	0.009037924355
901	0.009037892927
902	0.008997713436
903	0.008970991048
904	0.008906038241
905	0.008900237083
906	0.008867166259
907	0.008867136999
908	0.008832254193
909	0.008800417727
910	0.008753628081
911	0.008735952052
912	0.008735912496
913	0.008735835552
914	0.008735797622
915	0.008735755899
916	0.008735668117
917	0.008735752106
918	0.008724134077
919	0.008717866377
920	0.008717737415
921	0.008712432601
922	0.008712335608
923	0.008701698347
924	0.008701711893
925	0.008701666919
926	0.008701484854
927	0.008701517365
928	0.008701528202
929	0.008701336384
930	0.008701323379
931	0.008701365644
932	0.008701264858
933	0.008701146191
934	0.008701128851
935	0.008700744672
936	0.00870053443
937	0.008700520342
938	0.008700410886
939	0.008700258082
940	0.0087003101
941	0.00870024291
942	0.008700125326
943	0.008700089021
944	0.008700057593
945	0.008700004491
946	0.008700035919
947	0.00869996331
948	0.008699957891
949	0.008699867942
950	0.00869987011
951	0.008699833263
952	0.008699821342
953	0.008699457754
954	0.008699466424
955	0.008689068664
956	0.008689070832
957	0.008689055118
958	0.008688982508
959	0.008688968962
960	0.008688967878
961	0.008687464757
962	0.008687444167
963	0.008687455004
964	0.008681503751
965	0.008681491288
966	0.008681463112
967	0.008681486412
968	0.008681444688
969	0.008681443605
970	0.008681424098
971	0.008681402423
972	0.008681395379
973	0.008681337942
974	0.008681216023
975	0.008681169965
976	0.008681207353
977	0.008681028539
978	0.008681004698
979	0.008680876819
980	0.008680817756
981	0.008680804209
982	0.008680760319
983	0.008680708842
984	0.00868062377
985	0.00868066766
986	0.008680650863
987	0.008680656823
988	0.008680433035
989	0.008680298654
990	0.008680168607
991	0.008680133386
992	0.008680155061
993	0.008659346537
994	0.008626695113
995	0.008615901253
996	0.008577319709
997	0.008526955409
998	0.008474445343
999	0.008474252983
