iter	Logloss
0	0.617621127
1	0.5655206854
2	0.5102246024
3	0.47395023
4	0.4352414218
5	0.4067116477
6	0.3869686473
7	0.3686682961
8	0.3539571935
9	0.3399824663
10	0.3295212832
11	0.3186858784
12	0.3105968822
13	0.3027295893
14	0.294882757
15	0.2907903671
16	0.2867657228
17	0.2817951029
18	0.2790637276
19	0.2734965238
20	0.2663916501
21	0.2627381238
22	0.2573366512
23	0.2557846069
24	0.2513320229
25	0.2474656712
26	0.2448165547
27	0.2426194278
28	0.2385257721
29	0.2355997086
30	0.2327578458
31	0.230669299
32	0.2289440849
33	0.2255194924
34	0.2233977578
35	0.219123823
36	0.2165547284
37	0.2163450068
38	0.2131746812
39	0.2119293906
40	0.2088126269
41	0.2065915888
42	0.2033937628
43	0.2011722218
44	0.2000426726
45	0.1972018155
46	0.1944888548
47	0.1933620106
48	0.1917779229
49	0.1898202376
50	0.1873708031
51	0.1868927522
52	0.1847753351
53	0.1826813264
54	0.1790320136
55	0.1775007768
56	0.1763576508
57	0.1751260931
58	0.1719266025
59	0.1697005012
60	0.1695692583
61	0.1690963745
62	0.1679848237
63	0.167012128
64	0.164441126
65	0.1640402534
66	0.1602403641
67	0.1593472914
68	0.1579687292
69	0.1569679954
70	0.1555000305
71	0.1551805323
72	0.1550325567
73	0.1529545351
74	0.150336439
75	0.1496752132
76	0.1479370637
77	0.1459689054
78	0.1446808382
79	0.1436524651
80	0.1428587653
81	0.1427762292
82	0.1402378082
83	0.1389302687
84	0.1371762362
85	0.1340501959
86	0.1336940592
87	0.1324460203
88	0.1305519191
89	0.1278975747
90	0.1274089987
91	0.1257513827
92	0.1247440165
93	0.1236634515
94	0.1220043876
95	0.120550251
96	0.1193505027
97	0.1172948837
98	0.1151358778
99	0.1143954364
100	0.1133804668
101	0.1132779121
102	0.1125654134
103	0.1121469931
104	0.1105000236
105	0.109346121
106	0.1086385554
107	0.1084194617
108	0.1078675704
109	0.1078244729
110	0.1069347121
111	0.1059456912
112	0.1059060357
113	0.1057709434
114	0.1048452204
115	0.1038089579
116	0.1037498821
117	0.1021315401
118	0.1014301647
119	0.1005046671
120	0.09969973131
121	0.09803076657
122	0.09650998549
123	0.09645167264
124	0.09640926881
125	0.09635816054
126	0.0949972933
127	0.09369803342
128	0.09196314378
129	0.09071063995
130	0.08975921978
131	0.08885747736
132	0.08883384358
133	0.08792584159
134	0.08790316148
135	0.087870121
136	0.08713737835
137	0.08711718646
138	0.08705551841
139	0.08629075831
140	0.08558599299
141	0.08556256728
142	0.08431165869
143	0.08429402438
144	0.08426132202
145	0.08310293718
146	0.08219149329
147	0.08173155351
148	0.08106402484
149	0.08104794242
150	0.08054830378
151	0.0805327849
152	0.08027026437
153	0.07977192619
154	0.07974211086
155	0.07857106816
156	0.077968372
157	0.0775263006
158	0.07614284862
159	0.07546848817
160	0.07543789257
161	0.0746346387
162	0.07398749265
163	0.07396849719
164	0.07395208532
165	0.07295395244
166	0.07293477492
167	0.07261444439
168	0.07187955163
169	0.0715402213
170	0.07151938352
171	0.07037787004
172	0.06930661635
173	0.06928554882
174	0.06846187765
175	0.06809502515
176	0.06699407317
177	0.06644086838
178	0.06601154154
179	0.06526390422
180	0.06465181871
181	0.06464262009
182	0.06422825727
183	0.0642131632
184	0.06410712329
185	0.06321392926
186	0.06302579099
187	0.06259750453
188	0.06227306886
189	0.0618224274
190	0.06162620891
191	0.06091082746
192	0.06028508273
193	0.05988313502
194	0.05974565853
195	0.05917120847
196	0.05871371356
197	0.05869587118
198	0.05844711824
199	0.0579800259
200	0.05728911487
201	0.05652405999
202	0.05606582815
203	0.05593027202
204	0.05573824102
205	0.05572073676
206	0.05553460555
207	0.05517018925
208	0.05477633043
209	0.05434013713
210	0.05433012355
211	0.05403656093
212	0.05388780507
213	0.05353856087
214	0.0535313693
215	0.05336023677
216	0.05270557837
217	0.05206786069
218	0.05170145035
219	0.05164885954
220	0.05103400837
221	0.05050354871
222	0.0500028827
223	0.04977985295
224	0.04911091544
225	0.04862828255
226	0.04785378196
227	0.0473534454
228	0.04695407694
229	0.0463601069
230	0.04582975561
231	0.04541040767
232	0.04503480738
233	0.04477043152
234	0.04445130608
235	0.04421530203
236	0.04420165149
237	0.04417022358
238	0.04384781231
239	0.04383514578
240	0.04361362024
241	0.04294558438
242	0.04240130511
243	0.04199771881
244	0.04198556813
245	0.04134462096
246	0.04112140482
247	0.04053415385
248	0.04002177499
249	0.0398190325
250	0.03981364857
251	0.03973724192
252	0.03972599723
253	0.03971691999
254	0.03963796442
255	0.03940862309
256	0.03891872493
257	0.0385855328
258	0.0383220716
259	0.03811767752
260	0.03774068139
261	0.03773332076
262	0.03737312664
263	0.03692965941
264	0.03678949529
265	0.03651064959
266	0.0360750957
267	0.03574951345
268	0.03574179303
269	0.0356361866
270	0.0352519057
271	0.03524501974
272	0.03505460782
273	0.03504696326
274	0.03503835418
275	0.03485299674
276	0.03445657383
277	0.03445071741
278	0.03444740989
279	0.03427542773
280	0.03392115723
281	0.03364245458
282	0.03323833075
283	0.03283363039
284	0.03262523304
285	0.03234919635
286	0.03192415021
287	0.031783273
288	0.03152271618
289	0.03127670288
290	0.0312707771
291	0.03099415736
292	0.03080470562
293	0.03040273623
294	0.03005546223
295	0.02968818925
296	0.02954293381
297	0.02938575745
298	0.02925495451
299	0.02896258181
300	0.0287341638
301	0.02859575315
302	0.02847481641
303	0.02819764831
304	0.02788182389
305	0.02780289433
306	0.02775854197
307	0.0275509921
308	0.02723129446
309	0.02715869167
310	0.02703957774
311	0.02690013539
312	0.02667860551
313	0.02634123455
314	0.02623156634
315	0.02604120861
316	0.02582410899
317	0.02576070699
318	0.02569850141
319	0.02561229359
320	0.02539947683
321	0.02520062923
322	0.02519798712
323	0.02511959943
324	0.02492488298
325	0.02485041185
326	0.0248467272
327	0.02482133345
328	0.02465952093
329	0.02455041625
330	0.02450610074
331	0.02432471189
332	0.02415523096
333	0.0239559282
334	0.02369356155
335	0.02349089492
336	0.02340870771
337	0.02335054224
338	0.02317903042
339	0.02307711081
340	0.02307706746
341	0.02306786017
342	0.02306338224
343	0.02306328253
344	0.023053399
345	0.02300611626
346	0.02286495512
347	0.02286332087
348	0.02285636989
349	0.02285633737
350	0.02285635471
351	0.02285337882
352	0.02284742485
353	0.0228444663
354	0.02283792929
355	0.02283364209
356	0.02277516235
357	0.0226829182
358	0.0225487579
359	0.02227807912
360	0.02213538777
361	0.02213099653
362	0.02212721651
363	0.02212714282
364	0.02211945707
365	0.02193500345
366	0.02193144451
367	0.02188811736
368	0.02188516964
369	0.0218718377
370	0.02181777954
371	0.02181477547
372	0.02158491828
373	0.02151425969
374	0.02128647024
375	0.02120064389
376	0.02111636942
377	0.02106207718
378	0.02098535624
379	0.02098361145
380	0.02098034729
381	0.02096920664
382	0.02096560652
383	0.02093828158
384	0.02074610103
385	0.02058599645
386	0.02042900432
387	0.02042636004
388	0.02030214613
389	0.02030067444
390	0.02029764869
391	0.02017924569
392	0.02007483569
393	0.01988489194
394	0.01973033168
395	0.01960980675
396	0.01955261447
397	0.01948966546
398	0.01945845431
399	0.01945546324
400	0.01938667731
401	0.01938659495
402	0.01931353916
403	0.01931017095
404	0.01916537285
405	0.01903475848
406	0.01893174865
407	0.01888701266
408	0.01888558214
409	0.01883048144
410	0.01883057248
411	0.01879999638
412	0.01870159236
413	0.01863562627
414	0.01863519495
415	0.01859284748
416	0.01859276511
417	0.01842627092
418	0.01832189343
419	0.01820207076
420	0.01819878925
421	0.01819844029
422	0.01816912131
423	0.01816609556
424	0.01816315434
425	0.01805324229
426	0.01801417091
427	0.01794695421
428	0.01789208542
429	0.01788359772
430	0.01788061099
431	0.01784018928
432	0.01777386665
433	0.0177738569
434	0.01777290431
435	0.01776909286
436	0.01776532043
437	0.01775925918
438	0.01770259467
439	0.01769974882
440	0.01769439524
441	0.01769433672
442	0.01769343506
443	0.01769315329
444	0.01769094467
445	0.01769064231
446	0.01768857132
447	0.01768065258
448	0.01758296923
449	0.01748942462
450	0.0173862674
451	0.01728952148
452	0.01720108986
453	0.01718908873
454	0.01704114676
455	0.01695126729
456	0.0169512467
457	0.01694942388
458	0.0169466062
459	0.01694664197
460	0.01694341573
461	0.0169434374
462	0.01694039865
463	0.01692010923
464	0.0168068875
465	0.01678102775
466	0.01678090854
467	0.01670854308
468	0.01670601585
469	0.01663935618
470	0.01663934968
471	0.01663504189
472	0.01663506898
473	0.01663504405
474	0.01663507548
475	0.01663495844
476	0.01663498337
477	0.01663492485
478	0.01660327478
479	0.01660116261
480	0.01660102497
481	0.01660061533
482	0.01654763005
483	0.01645059477
484	0.01639529142
485	0.01631458456
486	0.01627444571
487	0.01627311056
488	0.01627310189
489	0.01627311707
490	0.01627108617
491	0.01624577479
492	0.01624578563
493	0.01623634208
494	0.01623625755
495	0.0162355553
496	0.01616669243
497	0.01603490548
498	0.01603485237
499	0.01603209105
500	0.01603024331
501	0.01599822695
502	0.0159156019
503	0.01587433815
504	0.0158743013
505	0.01587167762
506	0.01587070227
507	0.01584970734
508	0.0158497767
509	0.01584967917
510	0.01584961739
511	0.01584829851
512	0.01584408717
513	0.01584232504
514	0.01577945623
515	0.01577717824
516	0.01569514383
517	0.01569220044
518	0.0156921766
519	0.01569137465
520	0.01567522612
521	0.0156733773
522	0.01567278559
523	0.01567177231
524	0.01566848972
525	0.0156684572
526	0.01564037041
527	0.01564033465
528	0.01556705345
529	0.01547148444
530	0.01534398903
531	0.0152671879
532	0.01516585458
533	0.01516585458
534	0.01516556957
535	0.01516400901
536	0.01512693709
537	0.015053036
538	0.01505115032
539	0.01494816867
540	0.01490829641
541	0.0148443623
542	0.01472062306
543	0.01468602527
544	0.01466825875
545	0.01466820999
546	0.01465265317
547	0.01455930363
548	0.0144501426
549	0.01438027945
550	0.01437317458
551	0.01437157393
552	0.01437154683
553	0.01437153383
554	0.01437145472
555	0.014357556
556	0.01435711817
557	0.01435708133
558	0.01435711275
559	0.01435705315
560	0.01435699896
561	0.01435624036
562	0.01435556412
563	0.01435008157
564	0.01434918642
565	0.01434915283
566	0.01428499222
567	0.01426912438
568	0.01426905394
569	0.01426874724
570	0.01426887295
571	0.01426799297
572	0.01426800598
573	0.01426709782
574	0.01426652345
575	0.0142657009
576	0.01424930963
577	0.01424931613
578	0.01424193491
579	0.01424132694
580	0.0142404838
581	0.0142231291
582	0.01422308683
583	0.01421007785
584	0.0142100746
585	0.0142100746
586	0.01420858015
587	0.01420849562
588	0.01420826804
589	0.01420797218
590	0.01420793425
591	0.01412195943
592	0.01399985227
593	0.0138916926
594	0.01389168826
595	0.01389140324
596	0.01385592656
597	0.01384348978
598	0.01377270005
599	0.01370499784
600	0.01365147504
601	0.0135894537
602	0.01354456815
603	0.01350701722
604	0.01343214512
605	0.01341631846
606	0.01340783184
607	0.01340694102
608	0.01339606155
609	0.01339605938
610	0.01336951689
611	0.01335105246
612	0.01335108605
613	0.01335050409
614	0.0133498777
615	0.01333121278
616	0.01333119869
617	0.01333084865
618	0.01321242831
619	0.01316826127
620	0.01311590021
621	0.01308298219
622	0.01308298003
623	0.01301546205
624	0.0129595323
625	0.01295951063
626	0.01288766102
627	0.0127923597
628	0.01272858706
629	0.01271690347
630	0.01271647757
631	0.01271623698
632	0.01268720735
633	0.01260785298
634	0.01259797161
635	0.01259769743
636	0.01256640174
637	0.01250146086
638	0.01248204275
639	0.01248176965
640	0.01248177182
641	0.01244359342
642	0.01237284704
643	0.01234262857
644	0.01231188341
645	0.01231185415
646	0.01231180971
647	0.01231154095
648	0.01231154095
649	0.01231117682
650	0.01230979941
651	0.0123097333
652	0.01224482276
653	0.01219750426
654	0.0121869304
655	0.01218685562
656	0.01218667247
657	0.01217564778
658	0.01217567054
659	0.01217558601
660	0.0121756196
661	0.01217562719
662	0.01212594943
663	0.01211616451
664	0.01211618293
665	0.01211447716
666	0.01210061854
667	0.01208183549
668	0.01208184849
669	0.01202160553
670	0.01200298179
671	0.01195699735
672	0.01191446781
673	0.0118723891
674	0.01183002645
675	0.01172011874
676	0.01172012199
677	0.01166588718
678	0.01161135977
679	0.01161120913
680	0.01158224778
681	0.01155142784
682	0.01149680831
683	0.01144352393
684	0.01137958006
685	0.01136168025
686	0.01134537567
687	0.01130270633
688	0.01125870401
689	0.01125851328
690	0.01125723665
691	0.01124379635
692	0.01124378768
693	0.01124371507
694	0.01116676764
695	0.01110650518
696	0.01104184064
697	0.01099921357
698	0.01095458919
699	0.01094237024
700	0.0109010523
701	0.01086699854
702	0.01082376567
703	0.01082373857
704	0.0108211073
705	0.01079230092
706	0.01076068878
707	0.01072752367
708	0.01070167693
709	0.01068236178
710	0.01064517498
711	0.01064519015
712	0.01063341227
713	0.01063340686
714	0.01063328006
715	0.01063304814
716	0.01063303731
717	0.01063078208
718	0.01063077558
719	0.01063064662
720	0.0106306748
721	0.01063067263
722	0.01061891426
723	0.0106188579
724	0.01061870835
725	0.01058258143
